Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
08.01.2009 23:00:00,1003.88,-13.25,259.62,-14.29,91.8,2.19,2.01,0.18,1.25,2.01,1344.5,1.22,1.88,156.1
09.01.2009 00:00:00,1003.66,-13.91,258.98,-15.06,90.9,2.08,1.89,0.19,1.17,1.88,1347.69,1.0,1.5,217.9
09.01.2009 01:00:00,1003.36,-14.46,258.45,-15.71,90.1,1.98,1.79,0.2,1.11,1.78,1350.2,0.38,0.75,175.8
09.01.2009 02:00:00,1003.48,-15.15,257.75,-16.45,89.7,1.87,1.68,0.19,1.04,1.68,1354.02,0.35,0.75,133.3
09.01.2009 03:00:00,1003.5,-15.74,257.16,-17.16,88.7,1.78,1.58,0.2,0.98,1.58,1357.2,0.61,1.0,151.1
09.01.2009 04:00:00,1003.25,-16.29,256.63,-17.74,88.4,1.7,1.51,0.2,0.93,1.5,1359.81,0.23,0.5,190.2
09.01.2009 05:00:00,1003.13,-16.65,256.28,-18.14,88.1,1.65,1.46,0.2,0.9,1.45,1361.58,0.38,0.88,151.4
09.01.2009 06:00:00,1003.12,-16.64,256.29,-18.22,87.4,1.65,1.45,0.21,0.9,1.44,1361.52,0.81,1.25,162.6
09.01.2009 07:00:00,1003.25,-16.29,256.63,-17.74,88.4,1.7,1.51,0.2,0.93,1.5,1359.81,0.22,0.5,86.5
09.01.2009 08:00:00,1003.1,-17.02,255.91,-18.54,87.8,1.6,1.41,0.2,0.87,1.4,1363.53,0.21,0.75,169.9
09.01.2009 09:00:00,1003.32,-16.18,256.74,-17.85,86.8,1.72,1.49,0.23,0.93,1.49,1359.33,1.05,2.5,149.6
09.01.2009 10:00:00,1003.85,-15.23,257.65,-16.86,87.2,1.86,1.62,0.24,1.01,1.62,1354.98,0.9,1.75,143.3
09.01.2009 11:00:00,1003.87,-12.89,259.98,-14.86,85.0,2.26,1.92,0.34,1.19,1.91,1342.66,0.84,1.25,210.3
09.01.2009 12:00:00,1003.27,-10.47,262.45,-13.24,79.9,2.75,2.19,0.55,1.36,2.19,1329.36,0.91,2.0,155.6
09.01.2009 13:00:00,1002.79,-6.43,266.52,-11.54,66.82,3.77,2.52,1.25,1.56,2.51,1308.43,0.68,1.63,212.8
09.01.2009 14:00:00,1002.18,-4.91,268.09,-11.27,60.78,4.24,2.58,1.66,1.6,2.57,1300.19,1.03,2.0,202.1
09.01.2009 15:00:00,1002.12,-3.69,269.31,-10.28,59.98,4.65,2.79,1.86,1.73,2.78,1294.12,1.05,1.63,206.2
09.01.2009 16:00:00,1002.2,-4.75,268.24,-10.28,65.01,4.29,2.79,1.5,1.73,2.78,1299.37,0.41,0.88,154.5
09.01.2009 17:00:00,1002.49,-8.27,264.7,-11.11,79.8,3.27,2.61,0.66,1.62,2.6,1317.1,0.2,0.88,62.01
09.01.2009 18:00:00,1002.76,-9.15,263.8,-11.04,86.0,3.05,2.62,0.43,1.63,2.62,1321.84,1.09,1.88,198.4
09.01.2009 19:00:00,1002.82,-10.47,262.48,-12.11,87.6,2.75,2.41,0.34,1.49,2.4,1328.66,0.65,1.25,139.4
09.01.2009 20:00:00,1002.88,-11.93,261.01,-13.39,88.8,2.44,2.17,0.27,1.35,2.16,1336.29,0.88,1.25,174.6
09.01.2009 21:00:00,1003.24,-11.73,261.19,-12.88,91.1,2.48,2.26,0.22,1.4,2.25,1335.69,0.55,1.0,111.5
09.01.2009 22:00:00,1003.62,-12.27,260.62,-13.45,90.8,2.38,2.16,0.22,1.34,2.15,1339.02,0.39,0.88,141.5
09.01.2009 23:00:00,1003.73,-12.67,260.21,-13.9,90.4,2.3,2.08,0.22,1.29,2.07,1341.27,0.76,1.25,205.7
10.01.2009 00:00:00,1003.63,-13.24,259.65,-14.57,89.6,2.19,1.97,0.23,1.22,1.96,1344.13,0.49,1.0,172.1
10.01.2009 01:00:00,1003.55,-13.86,259.04,-15.13,90.0,2.09,1.88,0.21,1.16,1.87,1347.28,0.97,1.75,202.8
10.01.2009 02:00:00,1003.6,-14.52,258.37,-15.93,88.9,1.97,1.76,0.22,1.09,1.75,1350.85,0.7,1.5,172.4
10.01.2009 03:00:00,1003.84,-14.61,258.27,-16.06,88.6,1.96,1.74,0.22,1.08,1.73,1351.66,0.47,0.88,198.9
10.01.2009 04:00:00,1003.82,-14.59,258.29,-16.04,88.6,1.96,1.74,0.22,1.08,1.73,1351.52,0.42,1.13,146.0
10.01.2009 05:00:00,1003.55,-15.34,257.56,-16.91,87.6,1.84,1.62,0.23,1.0,1.61,1355.15,0.33,0.75,211.1
10.01.2009 06:00:00,1003.26,-15.22,257.7,-16.69,88.4,1.86,1.65,0.22,1.02,1.64,1354.12,1.08,1.38,214.6
10.01.2009 07:00:00,1003.19,-15.36,257.57,-16.85,88.2,1.84,1.62,0.22,1.01,1.62,1354.77,1.03,1.5,178.1
10.01.2009 08:00:00,1003.58,-15.46,257.44,-16.98,88.0,1.83,1.61,0.22,1.0,1.6,1355.82,1.18,2.13,186.9
10.01.2009 09:00:00,1003.89,-15.09,257.78,-17.12,84.3,1.88,1.59,0.3,0.98,1.58,1354.31,0.84,1.63,139.1
10.01.2009 10:00:00,1003.83,-12.71,260.17,-14.81,84.1,2.29,1.93,0.36,1.2,1.92,1341.68,0.57,1.13,199.9
10.01.2009 11:00:00,1003.83,-9.97,262.9,-14.01,72.1,2.86,2.06,0.8,1.28,2.05,1327.65,0.44,0.88,151.7
10.01.2009 12:00:00,1003.13,-7.48,265.44,-12.57,66.7,3.48,2.32,1.16,1.44,2.31,1314.16,0.87,1.63,169.9
10.01.2009 13:00:00,1002.51,-5.02,267.95,-11.03,62.5,4.2,2.63,1.58,1.63,2.62,1301.14,0.78,1.38,193.6
10.01.2009 14:00:00,1002.17,-3.82,269.18,-10.18,61.07,4.6,2.81,1.79,1.75,2.8,1294.8,0.67,1.0,148.1
10.01.2009 15:00:00,1002.16,-2.24,270.75,-8.99,59.67,5.18,3.09,2.09,1.92,3.08,1287.13,0.63,1.13,191.4
10.01.2009 16:00:00,1002.26,-3.16,269.83,-9.3,62.29,4.84,3.01,1.82,1.87,3.01,1291.64,0.26,0.88,168.5
10.01.2009 17:00:00,1002.18,-6.59,266.41,-10.1,75.9,3.72,2.83,0.9,1.76,2.82,1308.27,0.32,0.75,50.78
10.01.2009 18:00:00,1002.16,-7.7,265.3,-9.65,85.8,3.42,2.93,0.49,1.82,2.93,1313.68,0.11,0.38,224.9
10.01.2009 19:00:00,1002.27,-9.5,263.49,-11.03,88.5,2.97,2.63,0.34,1.63,2.62,1322.94,0.81,1.63,169.6
10.01.2009 20:00:00,1002.21,-9.44,263.55,-10.57,91.4,2.98,2.72,0.26,1.69,2.72,1322.51,1.29,2.38,178.6
10.01.2009 21:00:00,1002.27,-10.31,262.68,-11.39,91.7,2.78,2.55,0.23,1.58,2.54,1327.05,1.47,2.38,193.6
10.01.2009 22:00:00,1002.38,-11.22,261.76,-12.29,91.7,2.59,2.37,0.21,1.47,2.37,1331.89,0.73,2.0,156.9
10.01.2009 23:00:00,1002.64,-11.43,261.53,-12.43,92.2,2.54,2.34,0.2,1.46,2.34,1333.33,0.48,0.88,211.9
11.01.2009 00:00:00,1002.72,-10.75,262.21,-11.76,92.2,2.69,2.48,0.21,1.54,2.47,1329.91,0.74,1.88,109.7
11.01.2009 01:00:00,1002.78,-11.77,261.18,-13.0,90.5,2.47,2.24,0.23,1.39,2.23,1335.3,0.58,1.0,167.6
11.01.2009 02:00:00,1002.86,-11.8,261.15,-12.79,92.3,2.47,2.28,0.19,1.41,2.27,1335.54,0.59,1.13,242.3
11.01.2009 03:00:00,1003.82,-11.71,261.17,-12.8,91.5,2.49,2.27,0.21,1.41,2.27,1336.36,0.18,0.75,72.3
11.01.2009 04:00:00,1004.02,-13.18,259.68,-14.43,90.2,2.21,1.99,0.22,1.23,1.98,1344.33,0.92,1.38,125.4
11.01.2009 05:00:00,1003.84,-12.81,260.06,-13.87,91.7,2.27,2.08,0.19,1.29,2.08,1342.14,1.28,2.13,167.5
11.01.2009 06:00:00,1003.54,-12.45,260.45,-13.56,91.3,2.34,2.14,0.2,1.33,2.13,1339.85,2.51,4.25,188.1
11.01.2009 07:00:00,1003.62,-12.98,259.91,-14.19,90.5,2.24,2.03,0.21,1.26,2.02,1342.74,1.83,3.25,136.0
11.01.2009 08:00:00,1004.09,-13.4,259.46,-14.68,90.0,2.17,1.95,0.22,1.21,1.94,1345.59,0.86,2.13,191.7
11.01.2009 09:00:00,1004.55,-11.55,261.27,-12.96,89.2,2.52,2.25,0.27,1.39,2.24,1336.53,0.54,1.13,181.0
11.01.2009 10:00:00,1005.37,-10.25,262.51,-12.23,85.3,2.79,2.38,0.41,1.48,2.37,1330.94,0.61,1.25,185.6
11.01.2009 11:00:00,1005.59,-8.18,264.56,-12.11,73.1,3.29,2.41,0.89,1.49,2.39,1320.82,0.73,1.13,136.9
11.01.2009 12:00:00,1005.07,-7.12,265.66,-10.97,73.8,3.57,2.64,0.94,1.63,2.62,1314.76,1.08,2.5,160.6
11.01.2009 13:00:00,1004.38,-4.55,268.27,-9.61,67.52,4.35,2.94,1.41,1.82,2.93,1301.14,3.04,4.5,176.7
11.01.2009 14:00:00,1003.64,-2.72,270.16,-8.7,63.23,5.0,3.16,1.84,1.96,3.15,1291.27,2.95,4.13,174.2
11.01.2009 15:00:00,1003.35,-1.31,271.59,-7.65,61.86,5.55,3.43,2.12,2.13,3.42,1284.09,1.94,3.5,199.6
11.01.2009 16:00:00,1003.71,-0.33,272.54,-7.24,59.4,5.96,3.54,2.42,2.2,3.53,1279.88,0.92,1.63,216.4
11.01.2009 17:00:00,1004.22,-3.95,268.88,-7.65,75.3,4.56,3.43,1.13,2.13,3.42,1297.81,0.13,0.5,254.2
11.01.2009 18:00:00,1004.33,-5.13,267.7,-8.0,80.1,4.17,3.34,0.83,2.07,3.32,1303.68,1.52,2.38,217.6
11.01.2009 19:00:00,1004.3,-7.01,265.82,-8.65,88.0,3.61,3.17,0.43,1.97,3.16,1312.95,1.9,3.38,176.2
11.01.2009 20:00:00,1004.05,-8.27,264.58,-9.44,91.2,3.27,2.98,0.29,1.85,2.97,1318.96,1.68,2.75,174.5
11.01.2009 21:00:00,1004.11,-8.67,264.18,-9.66,92.5,3.17,2.93,0.24,1.82,2.92,1321.06,1.42,3.0,162.6
11.01.2009 22:00:00,1004.06,-8.37,264.48,-9.68,90.2,3.24,2.92,0.32,1.81,2.91,1319.5,3.58,5.25,175.6
11.01.2009 23:00:00,1003.78,-9.44,263.44,-10.8,89.7,2.98,2.67,0.31,1.66,2.66,1324.61,1.21,2.38,117.6
12.01.2009 00:00:00,1003.34,-8.96,263.95,-10.57,88.0,3.1,2.72,0.37,1.69,2.72,1321.6,2.71,4.38,174.0
12.01.2009 01:00:00,1002.67,-8.8,264.16,-10.67,86.2,3.13,2.7,0.43,1.68,2.7,1319.93,2.58,3.75,197.4
12.01.2009 02:00:00,1002.25,-8.29,264.7,-10.29,85.4,3.26,2.79,0.48,1.73,2.78,1316.79,2.73,4.0,201.5
12.01.2009 03:00:00,1002.1,-8.75,264.25,-10.61,86.3,3.15,2.72,0.43,1.69,2.71,1318.91,2.62,4.63,186.4
12.01.2009 04:00:00,1001.83,-9.6,263.42,-11.17,88.2,2.94,2.6,0.35,1.61,2.59,1322.87,2.99,4.13,193.7
12.01.2009 05:00:00,1001.45,-10.37,262.68,-12.02,87.6,2.77,2.42,0.34,1.51,2.42,1326.33,3.17,4.25,183.2
12.01.2009 06:00:00,1001.04,-10.76,262.32,-12.27,88.5,2.68,2.37,0.31,1.48,2.37,1327.79,3.0,4.0,197.5
12.01.2009 07:00:00,1000.75,-9.66,263.44,-11.66,85.2,2.93,2.5,0.43,1.55,2.49,1321.8,2.41,3.38,210.0
12.01.2009 08:00:00,1000.7,-9.34,263.77,-11.52,84.0,3.0,2.52,0.48,1.57,2.52,1320.11,2.68,3.38,204.4
12.01.2009 09:00:00,1000.43,-8.68,264.45,-11.17,82.0,3.16,2.6,0.57,1.62,2.59,1316.42,2.7,3.63,200.6
12.01.2009 10:00:00,1000.13,-8.0,265.15,-11.05,78.5,3.34,2.62,0.72,1.63,2.62,1312.65,2.66,4.38,181.0
12.01.2009 11:00:00,1000.04,-5.7,267.45,-10.03,71.3,3.99,2.84,1.14,1.77,2.84,1301.14,2.49,3.5,219.4
12.01.2009 12:00:00,998.86,-3.64,269.61,-9.0,66.14,4.67,3.09,1.58,1.92,3.09,1289.52,2.13,3.13,231.4
12.01.2009 13:00:00,997.7,-0.49,272.85,-7.69,58.01,5.89,3.42,2.47,2.13,3.43,1272.99,1.9,3.38,199.1
12.01.2009 14:00:00,996.82,1.3,274.71,-7.11,53.3,6.71,3.58,3.13,2.23,3.59,1263.51,1.7,2.38,204.8
12.01.2009 15:00:00,996.27,2.32,275.78,-6.78,50.8,7.22,3.67,3.55,2.29,3.68,1258.08,1.71,2.75,201.6
12.01.2009 16:00:00,996.14,1.51,274.98,-7.02,52.84,6.82,3.6,3.21,2.25,3.62,1261.65,2.1,3.13,199.1
12.01.2009 17:00:00,995.94,-1.8,271.68,-7.15,66.67,5.35,3.57,1.78,2.23,3.58,1276.81,2.19,3.13,220.8
12.01.2009 18:00:00,995.52,-2.76,270.74,-8.06,66.72,4.98,3.32,1.66,2.08,3.34,1280.95,2.71,4.13,207.8
12.01.2009 19:00:00,995.47,-2.99,270.52,-9.07,62.63,4.9,3.07,1.83,1.92,3.08,1282.06,1.12,2.25,149.8
12.01.2009 20:00:00,994.98,-3.53,270.02,-9.51,63.05,4.7,2.96,1.74,1.86,2.98,1284.07,2.79,4.25,167.2
12.01.2009 21:00:00,994.89,-3.44,270.12,-9.85,60.93,4.74,2.89,1.85,1.81,2.9,1283.54,2.29,3.63,157.6
12.01.2009 22:00:00,994.58,-4.35,269.23,-9.99,64.51,4.42,2.85,1.57,1.79,2.87,1287.5,2.36,4.38,150.3
12.01.2009 23:00:00,994.14,-4.99,268.63,-10.24,66.4,4.21,2.8,1.42,1.75,2.81,1290.02,2.2,4.13,163.0
13.01.2009 00:00:00,993.54,-5.19,268.47,-10.44,66.4,4.15,2.75,1.39,1.73,2.77,1290.26,2.2,3.25,172.5
13.01.2009 01:00:00,993.01,-4.79,268.91,-9.9,67.23,4.28,2.87,1.4,1.8,2.89,1287.57,2.41,3.38,160.0
13.01.2009 02:00:00,992.39,-4.56,269.19,-9.77,66.7,4.35,2.9,1.45,1.82,2.93,1285.63,3.01,4.63,177.5
13.01.2009 03:00:00,991.83,-4.76,269.03,-9.68,68.24,4.29,2.92,1.36,1.84,2.95,1285.86,3.47,4.75,178.7
13.01.2009 04:00:00,991.56,-4.9,268.91,-9.63,69.27,4.24,2.94,1.3,1.84,2.96,1286.19,2.56,3.5,188.8
13.01.2009 05:00:00,991.2,-4.83,269.01,-9.56,69.29,4.26,2.95,1.31,1.86,2.98,1285.4,1.99,2.75,197.6
13.01.2009 06:00:00,990.82,-4.26,269.61,-9.49,66.74,4.45,2.97,1.48,1.87,3.0,1282.17,1.02,3.0,157.3
13.01.2009 07:00:00,990.83,-3.66,270.21,-9.4,64.21,4.66,2.99,1.67,1.88,3.02,1279.31,1.95,2.88,208.5
13.01.2009 08:00:00,990.75,-3.76,270.11,-8.98,66.91,4.62,3.09,1.53,1.94,3.12,1279.65,1.2,2.75,189.2
13.01.2009 09:00:00,990.91,-2.49,271.38,-8.39,63.72,5.08,3.24,1.84,2.04,3.27,1273.76,1.25,2.38,109.2
13.01.2009 10:00:00,991.17,-1.47,272.38,-8.32,59.34,5.48,3.25,2.23,2.04,3.28,1269.28,0.89,1.88,190.2
13.01.2009 11:00:00,990.76,1.24,275.12,-7.65,51.36,6.68,3.43,3.25,2.16,3.46,1256.18,2.59,4.63,170.9
13.01.2009 12:00:00,990.29,2.58,276.51,-7.53,47.04,7.36,3.46,3.9,2.18,3.5,1249.43,2.03,4.5,170.1
13.01.2009 13:00:00,989.66,3.75,277.73,-7.18,44.5,7.99,3.56,4.44,2.24,3.59,1243.34,3.93,5.25,164.5
13.01.2009 14:00:00,989.14,4.63,278.66,-6.49,44.14,8.5,3.75,4.75,2.36,3.79,1238.66,3.1,4.5,176.0
13.01.2009 15:00:00,988.84,4.89,278.94,-6.09,44.68,8.66,3.87,4.79,2.44,3.91,1237.06,2.13,3.13,184.8
13.01.2009 16:00:00,988.92,3.25,277.29,-6.63,48.12,7.72,3.71,4.0,2.34,3.75,1244.58,1.68,2.63,206.1
13.01.2009 17:00:00,988.86,0.42,274.46,-6.52,59.47,6.3,3.75,2.55,2.36,3.79,1257.34,2.06,2.88,202.7
13.01.2009 18:00:00,988.75,-0.8,273.25,-6.7,64.07,5.76,3.69,2.07,2.33,3.73,1262.85,1.78,2.63,211.4
13.01.2009 19:00:00,988.5,-2.03,272.03,-7.2,67.53,5.26,3.55,1.71,2.24,3.59,1268.36,3.71,5.13,196.4
13.01.2009 20:00:00,988.46,-1.57,272.49,-7.78,62.39,5.44,3.4,2.05,2.14,3.43,1266.23,4.4,6.13,189.0
13.01.2009 21:00:00,988.63,-2.46,271.59,-7.96,65.72,5.1,3.35,1.75,2.11,3.39,1270.61,3.35,4.63,178.1
13.01.2009 22:00:00,988.78,-4.01,270.02,-8.14,72.8,4.54,3.3,1.23,2.08,3.34,1278.15,3.01,4.0,193.0
13.01.2009 23:00:00,988.51,-4.53,269.52,-8.13,75.8,4.36,3.31,1.06,2.08,3.34,1280.29,2.07,4.0,190.4
14.01.2009 00:00:00,988.02,-4.41,269.68,-8.3,74.1,4.4,3.26,1.14,2.06,3.3,1279.11,1.83,2.75,212.5
14.01.2009 01:00:00,987.44,-5.9,268.23,-9.04,78.3,3.93,3.08,0.85,1.94,3.12,1285.55,3.05,4.75,181.5
14.01.2009 02:00:00,987.07,-7.53,266.62,-9.9,83.0,3.46,2.87,0.59,1.81,2.91,1293.07,1.14,2.0,177.8
14.01.2009 03:00:00,987.1,-6.73,267.42,-8.73,85.6,3.68,3.15,0.53,1.99,3.19,1289.11,1.48,2.25,221.5
14.01.2009 04:00:00,986.82,-8.39,265.78,-10.7,83.3,3.24,2.7,0.54,1.7,2.73,1297.03,0.41,0.88,129.2
14.01.2009 05:00:00,986.9,-10.12,264.03,-11.27,91.2,2.82,2.58,0.25,1.62,2.61,1305.73,0.98,2.25,95.5
14.01.2009 06:00:00,986.69,-9.4,264.77,-10.54,91.3,2.99,2.73,0.26,1.72,2.77,1301.81,1.07,1.75,192.4
14.01.2009 07:00:00,987.23,-9.88,264.25,-11.23,89.8,2.88,2.58,0.29,1.63,2.62,1304.97,0.92,2.38,126.3
14.01.2009 08:00:00,987.08,-10.21,263.93,-11.41,90.8,2.8,2.55,0.26,1.61,2.58,1306.43,0.36,0.75,191.5
14.01.2009 09:00:00,986.97,-10.01,264.14,-11.24,90.6,2.85,2.58,0.27,1.63,2.61,1305.27,0.63,1.75,87.7
14.01.2009 10:00:00,987.13,-8.25,265.89,-10.54,83.4,3.27,2.73,0.54,1.72,2.77,1296.73,0.49,1.25,142.9
14.01.2009 11:00:00,987.16,-6.26,267.89,-9.6,77.0,3.82,2.94,0.88,1.86,2.98,1286.98,0.93,1.5,215.4
14.01.2009 12:00:00,987.15,-4.68,269.48,-9.1,71.0,4.31,3.06,1.25,1.93,3.1,1279.33,0.74,1.5,177.3
14.01.2009 13:00:00,986.63,-0.74,273.47,-7.37,60.61,5.78,3.51,2.28,2.21,3.55,1259.99,0.64,1.25,112.9
14.01.2009 14:00:00,986.54,-1.99,272.23,-7.53,65.59,5.28,3.46,1.82,2.19,3.51,1265.66,0.53,1.25,138.1
14.01.2009 15:00:00,986.75,-1.69,272.51,-7.35,65.1,5.39,3.51,1.88,2.22,3.56,1264.54,0.45,0.88,225.5
14.01.2009 16:00:00,987.03,-1.13,273.04,-6.56,66.41,5.62,3.73,1.89,2.36,3.78,1262.19,0.55,1.13,163.3
14.01.2009 17:00:00,987.48,-1.24,272.9,-6.25,68.57,5.58,3.82,1.75,2.41,3.87,1263.21,0.27,0.75,222.5
14.01.2009 18:00:00,987.97,-1.51,272.59,-4.44,80.3,5.47,4.39,1.08,2.77,4.44,1264.84,0.16,0.5,113.8
14.01.2009 19:00:00,988.49,-1.72,272.34,-4.7,80.0,5.38,4.31,1.08,2.71,4.36,1266.53,0.69,1.38,163.0
14.01.2009 20:00:00,988.98,-1.69,272.34,-3.8,85.4,5.4,4.61,0.79,2.9,4.66,1266.84,0.91,1.88,139.9
14.01.2009 21:00:00,989.15,-1.1,272.91,-2.75,88.5,5.63,4.99,0.65,3.14,5.04,1264.17,0.35,1.0,180.2
14.01.2009 22:00:00,989.51,0.07,274.06,-1.42,89.6,6.14,5.5,0.64,3.47,5.56,1258.93,0.35,1.63,103.6
14.01.2009 23:00:00,989.86,0.37,274.33,-1.24,88.9,6.27,5.58,0.7,3.51,5.64,1257.97,0.95,2.75,212.6
15.01.2009 00:00:00,990.2,0.44,274.37,-0.9,90.7,6.3,5.72,0.59,3.6,5.78,1258.04,1.58,3.25,221.1
15.01.2009 01:00:00,990.47,0.57,274.48,-0.65,91.5,6.37,5.83,0.54,3.67,5.88,1257.71,1.26,2.75,225.8
15.01.2009 02:00:00,991.03,0.29,274.16,-0.85,92.0,6.24,5.74,0.5,3.61,5.79,1259.75,0.82,1.63,158.6
15.01.2009 03:00:00,991.44,0.16,274.0,-0.65,94.2,6.18,5.82,0.36,3.66,5.87,1260.82,0.42,0.75,232.1
15.01.2009 04:00:00,991.58,-0.35,273.47,-1.05,95.0,5.95,5.66,0.3,3.56,5.7,1263.44,0.95,1.75,145.1
15.01.2009 05:00:00,992.01,-0.29,273.5,-0.86,95.9,5.98,5.73,0.25,3.6,5.78,1263.69,0.43,0.88,123.0
15.01.2009 06:00:00,992.66,0.05,273.78,-0.61,95.3,6.13,5.84,0.29,3.67,5.88,1262.91,0.25,0.88,194.4
15.01.2009 07:00:00,993.01,-0.05,273.66,-0.97,93.5,6.08,5.69,0.4,3.57,5.73,1263.88,0.38,1.25,180.1
15.01.2009 08:00:00,993.39,-0.01,273.67,-0.86,94.0,6.1,5.74,0.37,3.6,5.77,1264.16,0.15,0.5,159.9
15.01.2009 09:00:00,993.67,0.04,273.69,-0.78,94.2,6.12,5.77,0.36,3.62,5.81,1264.28,0.4,1.25,147.3
15.01.2009 10:00:00,993.96,0.29,273.92,-0.97,91.2,6.24,5.69,0.55,3.57,5.72,1263.51,1.1,1.75,137.1
15.01.2009 11:00:00,994.58,1.33,274.92,-0.32,88.7,6.73,5.97,0.76,3.74,6.0,1259.37,0.4,0.88,137.1
15.01.2009 12:00:00,994.72,1.99,275.57,-0.35,84.4,7.05,5.95,1.1,3.73,5.98,1256.54,0.47,1.0,135.7
15.01.2009 13:00:00,994.53,2.04,275.63,-0.45,83.5,7.08,5.91,1.17,3.7,5.94,1256.1,1.22,1.88,147.7
15.01.2009 14:00:00,994.26,2.39,276.01,-0.27,82.5,7.26,5.99,1.27,3.75,6.02,1254.11,0.74,1.63,146.2
15.01.2009 15:00:00,994.33,4.52,278.13,0.12,73.0,8.44,6.16,2.28,3.86,6.2,1244.52,0.7,1.0,20.98
15.01.2009 16:00:00,994.7,2.58,276.16,-0.52,79.9,7.36,5.88,1.48,3.68,5.91,1253.86,1.51,2.0,22.33
15.01.2009 17:00:00,995.31,0.44,273.97,-1.38,87.5,6.31,5.52,0.79,3.46,5.55,1264.61,0.76,1.0,7.92
15.01.2009 18:00:00,995.6,-0.48,273.02,-1.63,91.9,5.9,5.42,0.48,3.39,5.44,1269.31,0.29,0.75,36.66
15.01.2009 19:00:00,996.34,-1.63,271.81,-2.42,94.3,5.42,5.11,0.31,3.2,5.13,1275.79,0.35,0.88,69.36
15.01.2009 20:00:00,996.58,-2.89,270.54,-3.5,95.5,4.93,4.71,0.22,2.95,4.73,1282.22,0.67,1.5,188.6
15.01.2009 21:00:00,996.79,-3.21,270.2,-3.68,96.5,4.82,4.65,0.17,2.91,4.66,1284.04,0.23,0.88,176.7
15.01.2009 22:00:00,996.99,-3.37,270.02,-3.79,96.9,4.76,4.61,0.15,2.88,4.63,1285.08,0.44,0.75,187.2
15.01.2009 23:00:00,997.34,-3.57,269.8,-3.93,97.3,4.69,4.56,0.13,2.85,4.57,1286.51,0.77,1.25,229.6
16.01.2009 00:00:00,997.57,-4.03,269.32,-4.33,97.7,4.53,4.43,0.1,2.76,4.44,1289.06,1.58,2.0,145.5
16.01.2009 01:00:00,997.73,-4.1,269.24,-4.38,97.9,4.51,4.41,0.09,2.75,4.42,1289.62,1.18,1.88,199.0
16.01.2009 02:00:00,997.76,-4.61,268.73,-4.88,97.9,4.34,4.24,0.09,2.65,4.25,1292.18,0.97,1.75,197.1
16.01.2009 03:00:00,997.92,-4.84,268.48,-5.12,97.9,4.26,4.17,0.09,2.6,4.18,1293.56,0.45,1.13,168.3
16.01.2009 04:00:00,998.08,-5.11,268.2,-5.44,97.5,4.17,4.07,0.1,2.54,4.08,1295.13,1.15,1.63,209.2
16.01.2009 05:00:00,998.39,-5.21,268.07,-5.55,97.4,4.14,4.03,0.11,2.52,4.04,1296.02,0.81,1.0,215.3
16.01.2009 06:00:00,998.46,-4.73,268.55,-5.06,97.5,4.29,4.19,0.11,2.61,4.19,1293.72,0.58,1.25,207.0
16.01.2009 07:00:00,998.65,-4.3,268.96,-4.62,97.6,4.44,4.33,0.11,2.7,4.34,1291.82,1.56,3.63,179.6
16.01.2009 08:00:00,998.83,-4.27,268.98,-4.58,97.7,4.45,4.35,0.1,2.71,4.35,1291.9,1.27,2.0,180.3
16.01.2009 09:00:00,998.93,-4.51,268.74,-4.83,97.6,4.37,4.26,0.1,2.66,4.27,1293.22,1.53,2.5,194.1
16.01.2009 10:00:00,999.07,-4.39,268.84,-4.75,97.3,4.41,4.29,0.12,2.67,4.29,1292.81,1.5,2.5,173.9
16.01.2009 11:00:00,999.19,-4.19,269.03,-4.61,96.9,4.47,4.33,0.14,2.7,4.34,1292.01,1.37,2.13,183.4
16.01.2009 12:00:00,998.62,-2.85,270.42,-3.45,95.6,4.95,4.73,0.22,2.95,4.74,1284.65,1.25,1.88,184.3
16.01.2009 13:00:00,998.01,-1.15,272.17,-2.32,91.7,5.61,5.15,0.47,3.22,5.16,1275.64,1.22,2.38,204.8
16.01.2009 14:00:00,997.26,-0.05,273.32,-2.34,84.5,6.09,5.14,0.94,3.21,5.16,1269.56,1.28,2.0,193.0
16.01.2009 15:00:00,996.91,1.12,274.53,-1.54,82.3,6.63,5.45,1.17,3.41,5.47,1263.52,1.05,1.5,199.2
16.01.2009 16:00:00,996.92,0.38,273.78,-2.02,83.8,6.28,5.26,1.02,3.29,5.28,1267.06,0.18,0.5,267.9
16.01.2009 17:00:00,997.15,-0.63,272.75,-2.28,88.5,5.83,5.16,0.67,3.23,5.18,1272.1,0.73,1.13,228.0
16.01.2009 18:00:00,996.91,-0.72,272.69,-2.34,88.7,5.8,5.14,0.66,3.21,5.16,1272.22,1.55,2.0,203.8
16.01.2009 19:00:00,996.59,-1.36,272.07,-3.06,88.1,5.53,4.87,0.66,3.05,4.89,1274.92,2.7,3.88,199.0
16.01.2009 20:00:00,996.3,-1.78,271.67,-3.4,88.6,5.36,4.75,0.61,2.97,4.77,1276.58,3.64,4.38,203.9
16.01.2009 21:00:00,995.99,-2.03,271.44,-3.75,87.9,5.26,4.62,0.64,2.89,4.64,1277.44,3.02,4.25,196.2
16.01.2009 22:00:00,995.64,-2.2,271.3,-3.74,89.1,5.2,4.63,0.57,2.9,4.65,1277.79,3.25,4.75,189.9
